2013 Ranking,2015 Ranking,Country,Excel Calculated Curve,Excel Sigmoid,Excel Size,color,t
1,3,Thailand,1.0049452463132695,0.0024726231566347743,2,2,-6.0
1,3,Thailand,1.0081402754317923,0.004070137715896128,2,2,-5.5
1,3,Thailand,1.0133857018485697,0.0066928509242848554,2,2,-5.0
1,3,Thailand,1.0219738852611864,0.01098694263059318,2,2,-4.5
1,3,Thailand,1.035972419924183,0.01798620996209156,2,2,-4.0
1,3,Thailand,1.0586244615027127,0.02931223075135632,2,2,-3.5
1,3,Thailand,1.0948517463551335,0.04742587317756678,2,2,-3.0
1,3,Thailand,1.1517163600424871,0.07585818002124355,2,2,-2.5
1,3,Thailand,1.2384058440442351,0.11920292202211755,2,2,-2.0
1,3,Thailand,1.3648510476127127,0.18242552380635635,2,2,-1.5
1,3,Thailand,1.5378828427399902,0.2689414213699951,2,2,-1.0
1,3,Thailand,1.7550813375962908,0.3775406687981454,2,2,-0.5
1,3,Thailand,2.0,0.5,2,2,0.0
1,3,Thailand,2.244918662403709,0.6224593312018546,2,2,0.5
1,3,Thailand,2.4621171572600096,0.7310585786300049,2,2,1.0
1,3,Thailand,2.6351489523872873,0.8175744761936437,2,2,1.5
1,3,Thailand,2.7615941559557644,0.8807970779778823,2,2,2.0
1,3,Thailand,2.848283639957513,0.9241418199787566,2,2,2.5
1,3,Thailand,2.9051482536448665,0.9525741268224334,2,2,3.0
1,3,Thailand,2.9413755384972875,0.9706877692486436,2,2,3.5
1,3,Thailand,2.964027580075817,0.9820137900379085,2,2,4.0
1,3,Thailand,2.978026114738814,0.9890130573694068,2,2,4.5
1,3,Thailand,2.9866142981514305,0.9933071490757153,2,2,5.0
1,3,Thailand,2.991859724568208,0.995929862284104,2,2,5.5
2,1,China,1.9975273768433652,0.0024726231566347743,1,-1,-6.0
2,1,China,1.995929862284104,0.004070137715896128,1,-1,-5.5
2,1,China,1.993307149075715,0.0066928509242848554,1,-1,-5.0
2,1,China,1.989013057369407,0.01098694263059318,1,-1,-4.5
2,1,China,1.9820137900379085,0.01798620996209156,1,-1,-4.0
2,1,China,1.9706877692486438,0.02931223075135632,1,-1,-3.5
2,1,China,1.9525741268224333,0.04742587317756678,1,-1,-3.0
2,1,China,1.9241418199787566,0.07585818002124355,1,-1,-2.5
2,1,China,1.8807970779778824,0.11920292202211755,1,-1,-2.0
2,1,China,1.8175744761936437,0.18242552380635635,1,-1,-1.5
2,1,China,1.7310585786300048,0.2689414213699951,1,-1,-1.0
2,1,China,1.6224593312018545,0.3775406687981454,1,-1,-0.5
2,1,China,1.5,0.5,1,-1,0.0
2,1,China,1.3775406687981455,0.6224593312018546,1,-1,0.5
2,1,China,1.2689414213699952,0.7310585786300049,1,-1,1.0
2,1,China,1.1824255238063563,0.8175744761936437,1,-1,1.5
2,1,China,1.1192029220221178,0.8807970779778823,1,-1,2.0
2,1,China,1.0758581800212434,0.9241418199787566,1,-1,2.5
2,1,China,1.0474258731775667,0.9525741268224334,1,-1,3.0
2,1,China,1.0293122307513562,0.9706877692486436,1,-1,3.5
2,1,China,1.0179862099620915,0.9820137900379085,1,-1,4.0
2,1,China,1.010986942630593,0.9890130573694068,1,-1,4.5
2,1,China,1.0066928509242847,0.9933071490757153,1,-1,5.0
2,1,China,1.004070137715896,0.995929862284104,1,-1,5.5
3,4,Fiji,3.0024726231566348,0.0024726231566347743,1,1,-6.0
3,4,Fiji,3.004070137715896,0.004070137715896128,1,1,-5.5
3,4,Fiji,3.006692850924285,0.0066928509242848554,1,1,-5.0
3,4,Fiji,3.010986942630593,0.01098694263059318,1,1,-4.5
3,4,Fiji,3.0179862099620918,0.01798620996209156,1,1,-4.0
3,4,Fiji,3.0293122307513562,0.02931223075135632,1,1,-3.5
3,4,Fiji,3.0474258731775667,0.04742587317756678,1,1,-3.0
3,4,Fiji,3.0758581800212434,0.07585818002124355,1,1,-2.5
3,4,Fiji,3.1192029220221174,0.11920292202211755,1,1,-2.0
3,4,Fiji,3.1824255238063563,0.18242552380635635,1,1,-1.5
3,4,Fiji,3.268941421369995,0.2689414213699951,1,1,-1.0
3,4,Fiji,3.3775406687981455,0.3775406687981454,1,1,-0.5
3,4,Fiji,3.5,0.5,1,1,0.0
3,4,Fiji,3.6224593312018545,0.6224593312018546,1,1,0.5
3,4,Fiji,3.731058578630005,0.7310585786300049,1,1,1.0
3,4,Fiji,3.8175744761936437,0.8175744761936437,1,1,1.5
3,4,Fiji,3.880797077977882,0.8807970779778823,1,1,2.0
3,4,Fiji,3.9241418199787566,0.9241418199787566,1,1,2.5
3,4,Fiji,3.9525741268224333,0.9525741268224334,1,1,3.0
3,4,Fiji,3.9706877692486438,0.9706877692486436,1,1,3.5
3,4,Fiji,3.9820137900379082,0.9820137900379085,1,1,4.0
3,4,Fiji,3.989013057369407,0.9890130573694068,1,1,4.5
3,4,Fiji,3.993307149075715,0.9933071490757153,1,1,5.0
3,4,Fiji,3.995929862284104,0.995929862284104,1,1,5.5
4,2,Sudan,3.9950547536867305,0.0024726231566347743,2,-2,-6.0
4,2,Sudan,3.991859724568208,0.004070137715896128,2,-2,-5.5
4,2,Sudan,3.98661429815143,0.0066928509242848554,2,-2,-5.0
4,2,Sudan,3.978026114738814,0.01098694263059318,2,-2,-4.5
4,2,Sudan,3.964027580075817,0.01798620996209156,2,-2,-4.0
4,2,Sudan,3.9413755384972875,0.02931223075135632,2,-2,-3.5
4,2,Sudan,3.9051482536448665,0.04742587317756678,2,-2,-3.0
4,2,Sudan,3.848283639957513,0.07585818002124355,2,-2,-2.5
4,2,Sudan,3.761594155955765,0.11920292202211755,2,-2,-2.0
4,2,Sudan,3.6351489523872873,0.18242552380635635,2,-2,-1.5
4,2,Sudan,3.4621171572600096,0.2689414213699951,2,-2,-1.0
4,2,Sudan,3.244918662403709,0.3775406687981454,2,-2,-0.5
4,2,Sudan,3.0,0.5,2,-2,0.0
4,2,Sudan,2.755081337596291,0.6224593312018546,2,-2,0.5
4,2,Sudan,2.5378828427399904,0.7310585786300049,2,-2,1.0
4,2,Sudan,2.3648510476127127,0.8175744761936437,2,-2,1.5
4,2,Sudan,2.2384058440442356,0.8807970779778823,2,-2,2.0
4,2,Sudan,2.151716360042487,0.9241418199787566,2,-2,2.5
4,2,Sudan,2.0948517463551335,0.9525741268224334,2,-2,3.0
4,2,Sudan,2.0586244615027125,0.9706877692486436,2,-2,3.5
4,2,Sudan,2.035972419924183,0.9820137900379085,2,-2,4.0
4,2,Sudan,2.021973885261186,0.9890130573694068,2,-2,4.5
4,2,Sudan,2.0133857018485695,0.9933071490757153,2,-2,5.0
4,2,Sudan,2.008140275431792,0.995929862284104,2,-2,5.5
